col1,col2
24035,10652
41809,48044
32353,14800
32358,39853
28144,11648
16865,37578
13833,7006
37108,12400
26705,27595
29487,2120
16745,25243
49552,5490
39117,3382
1107,42763
30303,23178
27435,8193
40193,25332
11499,13201
37475,35700
3288,7155
28171,18622
3811,2691
7133,1151
9607,30282
49821,7639
23599,44305
11583,37251
3288,49991
25192,10890
47734,31894
35085,11551
22212,36870
34504,1224
48533,10712
30014,13996
3153,944
25142,46325
13222,8315
18845,39783
44483,10756
35097,9213
7282,45690
19252,22029
19073,2143
13669,47618
24048,20529
30801,40434
17717,37324
28938,3051
12722,85
17397,46791
29052,44074
24380,10464
20102,19239
37252,13654
26781,33420
9577,42193
28949,41040
2685,5716
21350,38391
39161,1401
47910,548
46367,33267
37793,4366
3152,4015
19003,29489
19122,10996
19460,47694
10343,41738
23155,45583
33045,5530
19252,24758
20890,40551
34464,31737
2547,34574
6078,3122
31973,21891
44417,45995
44262,6182
26820,14664
27330,41008
8623,4105
30768,12755
19836,14166
49605,45253
3841,17028
36055,4898
18097,7469
47841,45870
33957,49227
41154,36236
2507,37632
10285,40363
23019,43300
43960,3418
35098,21600
22712,24260
2079,27163
42747,46902
41721,14475
41796,23608
5004,32832
49526,49140
9683,27473
41731,12248
30182,48211
39744,48327
17948,5127
20186,37227
14725,8350
26111,6829
48658,5532
29367,13876
29041,37401
11705,35156
29537,41225
45926,17498
6613,35878
41862,2304
48745,5099
48035,32803
23806,20524
25732,39829
6399,45513
45566,1680
31891,6448
368,13864
30174,34730
28747,34064
27016,30182
31805,49762
16354,49192
11385,20694
1625,2249
39467,11715
16172,36438
16567,43597
40022,26099
35292,13823
13782,40279
41348,39172
32270,30883
25316,40325
36049,20310
7665,4280
37574,38003
5736,42406
33185,46088
15596,6632
15707,12359
27325,9068
25821,17966
11355,37525
35160,11341
19664,35138
45626,25082
21492,7281
32597,24769
3441,27053
18183,25263
43268,20194
39211,25592
45961,10786
4595,18345
40921,46223
48145,40562
5365,33377
1524,14300
33090,34153
41970,4279
9066,41433
17753,40226
24011,49434
40164,49765
31043,46252
49113,8673
18291,22242
14062,49976
12479,29428
27977,44720
20426,18856
35060,43442
49345,47033
11428,775
10128,7630
40271,19603
46962,39047
6175,5419
31167,15712
23605,12086
10787,32243
4141,18828
4716,29971
39072,40406
17960,17455
31779,16073
37126,44844
27045,7330
9284,31748
28573,19200
18821,46720
31941,42403
2455,39249
9857,126
29243,34866
16256,13134
35356,3003
34492,7694
2920,18609
43086,46876
11069,4895
22426,19643
17964,10310
13112,10643
49221,6894
49380,34977
49576,305
1384,37580
46326,38693
49159,42197
13981,14450
27181,24764
22930,25888
11430,21159
10463,43045
42235,2603
26163,10509
20383,9615
49379,5315
27443,43066
21065,48465
29404,36847
37306,41624
16921,42285
15946,31012
40469,48660
29950,6066
22494,22459
42276,26614
44648,27829
39045,48050
9974,15184
32593,38374
46514,25683
31326,45120
28165,31003
46368,5098
25380,37764
42801,33887
17410,4136
24733,8697
12644,29689
16319,20939
36554,18810
2097,34949
21147,18762
35938,20191
27350,47253
16180,38797
45982,26058
37029,41528
30732,34487
30821,11644
44483,23684
18522,38320
10973,34604
17068,36592
17466,43063
1233,14747
41848,7569
37382,33849
28732,16503
25666,38299
2090,14855
19807,78
26548,41345
48377,26247
47531,17256
7539,49244
28708,43449
46327,27525
39848,43931
30741,37637
36835,16369
16906,34487
37861,2486
24580,35272
31618,32446
2238,49216
39442,40692
22095,34523
38204,35857
28999,9970
27502,45549
12858,19541
38142,20322
23136,44080
521,35853
22889,23307
26734,30129
49856,1681
24503,487
30399,39894
44486,16098
47959,8596
2283,6408
18624,31864
15360,485
22043,31568
23896,35481
48651,4763
33063,42964
42486,9959
49418,29310
17491,4160
26689,46034
31228,3337
15406,16012
21211,20997
4122,48507
16536,34801
8192,18791
30003,23985
9606,10287
48007,2452
1726,14876
45924,45492
44849,38612
41192,18925
25276,27455
3159,43414
21249,5532
4442,48679
29154,15655
30263,28672
32273,28631
41916,43818
5793,30792
12510,17221
6338,40256
33369,24873
4036,7011
46672,40790
30584,36371
19635,3888
4797,34530
36159,47738
30528,28626
12555,19927
13576,26949
11138,12282
23004,3165
46369,2476
417,2474
36988,7978
38053,42382
22137,14262
11882,12972
46591,43961
21987,756
8558,19948
49442,3110
37372,21937
7151,33838
30708,45468
18969,19540
17913,38369
30680,30211
24791,39469
5549,14601
13032,14907
8017,41459
8020,6354
15028,37207
17064,20808
40444,33828
3446,2905
26044,20465
13947,18244
42777,27698
20149,11661
14786,46948
45442,47364
10468,49462
40192,39391
8652,49980
21549,15570
28468,29826
23079,45316
19520,19012
32489,19900
45421,39055
4972,42433
23857,16255
42764,23830
33915,495
13408,13009
35451,19781
42910,34737
30064,46051
10156,6419
10033,19331
23692,26471
32077,13381
12722,35968
20282,24754
10152,32390
39244,24259
21665,35854
11511,10266
34425,13666
26501,1590
35470,10038
30504,30583
22511,41516
37555,8760
41647,37894
37584,445
7733,9499
35656,49573
29919,3921
36900,31591
17598,10759
45607,41420
28615,49803
44911,22217
41048,17686
21070,18575
42289,15125
13879,44447
42668,44732
28168,9067
5010,16210
17251,47973
12532,5165
19218,16186
12134,39182
5830,2981
43387,39908
40616,11723
47375,30508
36447,46312
45897,43967
48198,13302
29300,5546
47647,30348
33033,26523
30858,45777
4696,40900
13199,35639
44083,37966
5307,43960
11095,41397
34160,20957
37478,15512
16555,35734
3130,26964
1281,11505
49194,23442
5346,7381
37879,41827
40757,21003
39519,19132
36473,5251
43456,28319
38041,34565
39797,21819
1355,12372
23793,3733
42764,40298
18150,42852
33400,23026
30199,32746
464,44727
14310,17736
47094,9840
31116,28104
8520,25242
40750,38285
25207,30598
35543,37748
31655,7703
17004,4125
2490,20606
5280,782
23320,34979
21324,5490
36853,10276
38734,4539
711,34711
42088,23514
37232,15445
17578,14905
5921,9816
21301,38457
14415,6861
41642,10491
46576,27334
23373,40654
10818,23844
39680,26136
49385,25335
31597,21704
10627,26879
45460,39343
35509,20992
14181,16762
5772,15126
26483,24125
39129,47425
30158,47029
1539,2674
23165,47286
8202,27007
19361,27549
17740,31092
36193,34825
28536,33889
31657,41724
30937,44444
38945,49306
47505,38715
4970,40523
7996,16651
26481,8881
7262,7103
12994,27891
33323,20041
45733,19135
41194,495
44061,40877
42010,32829
45026,40639
4868,32912
42621,19240
40700,11183
43787,36401
35349,21117
14957,36771
16812,4336
6329,23624
41943,15003
8166,11130
11488,2821
13687,16068
17700,16977
17813,12526
47350,46064
35750,35624
10886,47618
21486,4354
29687,6794
30410,18979
42903,6294
3814,43346
4444,5389
17783,49045
8489,22664
11550,43699
47353,21134
38236,18587
14665,22839
20197,3426
25188,17589
210,43358
26791,36973
36439,37275
36212,832
49999,18437
15451,24967
15943,47726
26722,69
23252,13511
6677,29341
24769,28260
4673,21685
43064,40606
10737,1071
8291,29264
10431,28698
17574,2904
283,12227
20384,43817
43139,13903
17847,11649
29482,43075
27870,46873
6273,31645
18330,44695
31390,38767
8997,26292
19467,296
19628,27627
40880,38569
13012,1386
22646,37406
24341,5125
18633,34614
44228,11057
10021,2167
23005,47266
1224,47603
20823,46649
37896,25681
6020,10558
8197,5017
35987,6346
39036,5980
13316,23157
43922,41180
43431,7116
23481,12386
6279,15157
30244,43575
24696,19970
17272,20783
38973,41905
24746,12210
40308,18170
35388,10430
17329,14521
20707,33747
1830,11779
6832,16052
10102,20225
24243,27157
8257,40671
37503,6049
36260,29806
37007,3872
11337,22051
48510,5540
26329,22429
24659,34284
23127,34329
31559,43788
5316,19869
33038,41556
40273,38079
1456,26329
39468,36994
29449,26722
18374,15082
1135,9523
5707,10849
1195,38644
31621,17611
22397,20579
39486,12413
10169,16422
37536,20568
44033,12463
18228,33372
12758,24116
45079,20730
45471,36223
43979,17180
47957,22590
3321,29556
2753,20883
27913,20928
44348,35795
1725,17014
12853,4464
22599,20756
26339,11183
37621,4682
45449,44145
11047,39519
46420,14552
15956,656
34296,5281
2732,15333
9282,46422
37650,43305
2285,12650
46386,30885
24029,3979
9291,47665
660,25474
38665,34222
43928,34440
49929,3418
49478,29773
49677,46022
46921,12532
20410,36153
31558,15283
27014,29761
9831,7949
14414,3066
32533,47234
32018,20881
16045,38115
994,17877
20060,14900
11745,32644
453,29270
21015,36999
20652,13627
38475,13641
45434,23829
5584,27276
37273,49901
7417,22841
14775,47166
5653,29843
22106,10712
14883,16226
15109,47293
41700,9467
6934,40694
37917,45895
49551,27677
876,11545
40443,7273
20181,22459
35633,11389
32724,43455
8300,3747
44332,11955
933,2090
25804,31570
38320,15264
32914,11079
46848,22663
4458,24793
1001,15125
13765,22752
4099,31255
21905,3361
31326,36948
14628,45489
21678,11820
36582,2014
40823,7245
46330,35381
11158,14025
30315,41844
32769,14339
40360,35619
3203,13748
12729,27920
2852,28876
16426,12981
15577,31006
8338,30741
2710,26440
47716,4847
38177,32863
34313,46123
13962,2658
9303,43907
32416,27281
1637,37653
13078,29287
9537,603
13364,41111
13951,6270
45517,26063
27581,42493
12589,32154
33220,47453
48313,9984
49884,42006
22115,12313
30918,18387
5368,21593
6227,28732
15253,30126
434,713
12529,17987
42437,23251
12750,27067
10072,16579
39944,29866
49863,3453
9279,5904
2212,6500
47604,45625
49355,33649
41000,8102
4698,20284
33794,6630
36931,32603
41461,9818
22920,47734
23694,39462
26222,5908
27106,39474
22554,5777
10656,18217
29672,43172
46533,26073
41870,17703
22470,42762
1306,2103
8158,37400
22103,11879
6093,20516
34556,35603
14427,45583
30516,40781
30196,12080
18495,47708
25104,3227
48540,38491
28441,22101
4488,5893
37696,47638
3052,19410
7038,49237
33129,47487
12343,49824
30349,2142
17648,23895
46609,49959
47018,41453
40115,6756
4450,26275
7074,4190
37491,24375
29461,423
47423,49690
9207,10538
45187,18806
7689,44859
39159,5402
24321,26924
698,45357
3530,33428
42819,32643
193,29923
7123,20383
33225,28086
2361,19184
22489,5424
16357,19482
42233,42629
18382,47035
22650,7475
14867,9687
25651,46793
2852,13583
25378,13188
13486,29965
16303,48583
14185,39306
24084,32763
24484,5131
29054,17765
28663,10477
24078,8064
46870,9023
300,39036
34874,45953
39759,20421
11969,18470
21319,33960
32351,35405
43940,49808
38976,1832
46141,28831
48342,35806
2631,28290
11844,31799
4629,14414
27308,3885
15033,44318
27826,39006
6606,45836
9621,26655
3929,20190
22216,7718
48174,49868
22592,30398
19418,922
8544,26219
26620,3114
14653,26089
48312,46376
45429,16048
4841,37288
36354,22812
44380,196
12132,27078
45479,28939
14397,2805
12500,34817
16998,29204
24235,48938
34651,10737
10749,33923
4955,32624
38190,26109
32424,4619
42450,11098
38670,44098
31790,32029
39661,26646
35798,30995
36251,24550
4913,26420
38216,40372
11598,30052
40699,5283
46391,30560
17731,8618
25489,43090
26614,10232
33813,49472
17742,38533
6782,15376
14511,40297
12251,18697
18573,37205
34145,40521
4592,26336
31266,5289
3648,16443
13617,23970
12791,34927
41067,36293
27772,16809
13323,3936
14448,10457
24750,10486
836,32128
13257,26356
4647,40391
32852,13768
22232,36697
4865,17519
49508,38668
49109,35082
14281,12438
36459,31234
47097,34681
36048,31243
13141,13819
36416,11781
18780,21764
17210,44380
4349,9442
10829,29444
34547,39056
21322,33683
26733,5657
26228,33540
41393,9105
8042,26018
13265,14208
42539,28625
2904,25231
14259,35929
15814,22420
39505,32287
25707,22094
48946,46062
32846,23427
23375,18141
47690,43110
29976,7519
43035,42450
41841,47039
34273,4764
1998,37377
19942,7086
40784,21782
25813,7995
11124,48459
24731,35001
12456,1322
22751,28899
13578,30717
39091,1188
3634,40181
49423,22897
11335,28157
8886,21693
39856,26240
34816,24049
31690,11967
40906,34355
30075,33680
8187,40122
21178,47474
33407,8008
38273,46769
36001,16306
31422,28658
27300,30975
32335,26563
20294,6663
11465,30925
41155,3106
32308,10293
35660,18871
11541,20510
32336,49542
44727,18405
12068,20009
25652,21620
33816,26677
41459,35772
29767,28564
25994,5269
35410,20938
45955,4506
22936,24882
56,41650
34837,22924
11115,42826
36990,27826
36334,5353
10573,42743
37647,8457
49476,2259
37684,4985
14518,42815
14395,8319
26434,24609
36919,278
27369,4362
41025,2978
13729,43512
27807,33347
41103,48306
24413,42685
28654,9019
7907,31147
34946,43292
26309,38122
18174,23976
3513,6830
24657,32531
9266,33974
43103,42553
15056,2322
13570,25280
15600,838
4912,25649
22658,31995
33582,22976
13749,31469
30947,16563
26352,32296
18365,27793
45684,24170
10837,39284
45063,33514
35226,49050
5235,9125
29879,29195
9614,42186
4278,44143
9707,16724
35221,34883
13670,36494
47423,1447
21461,8606
29132,43602
6454,37898
3176,5983
36945,22743
34290,44341
38262,43185
39430,44024
25656,7923
25892,43694
3592,8624
41706,10790
26360,34581
37672,27386
39924,7549
19975,19538
43747,26329
45472,44957
2497,18097
11598,20482
39931,48430
17567,34996
45083,22848
18867,44682
16749,8065
36707,24304
827,15480
34242,6018
48089,28336
42124,19818
35570,23119
31598,40089
12187,16666
2637,47038
19866,36887
13721,10440
13632,8918
12582,20407
17240,44506
32140,31960
43119,42391
40103,12171
26884,5927
1130,49369
16713,5822
23570,9849
438,16249
7000,7788
1206,32455
24337,24167
37763,6882
2678,8557
48062,24685
11785,24173
3773,30991
24518,30468
37491,26356
22450,669
8515,694
130,16355
19654,17407
35373,46729
35073,43610
44520,12904
11617,1763
22411,48541
3356,25181
29548,14545
47783,34523
26536,39064
35178,47578
40016,41726
45496,16052
34016,5229
47697,15911
18229,38023
45802,29097
30535,48709
40380,12475
6534,2262
1013,672
8677,2997
1722,19360
34844,29493
15012,27583
47970,16433
22059,38001
1895,40362
41457,11092
7904,7613
10475,23105
32604,16713
17469,38400
31706,42168
40548,4060
16563,44255
22113,30395
36115,39498
21380,39990
48383,24027
4116,12879
22310,9641
18392,12412
26004,37754
7214,36102
27580,33275
46875,20748
3420,18035
48056,49158
10692,4732
3670,2024
12037,30868
7655,27855
35896,40420
11456,30534
31635,49804
31068,634
27232,21680
47352,33712
12989,7207
6527,41175
43796,34368
49910,40034
23490,4440
9291,37269
43936,6452
44231,28338
30265,11328
31439,4029
20920,48240
14595,30954
10597,24073
21318,32661
25740,48933
25977,32537
37659,31108
20531,38791
35626,18767
14822,5495
36335,41408
20583,9470
49598,1204
28346,7008
5874,4659
44783,7438
18762,46241
25270,12528
3822,9190
31764,3017
27897,15761
5116,12314
4879,43705
38396,20334
35525,44252
11864,2575
20387,39115
33808,46842
14002,44662
12632,360
2982,49818
5012,24581
8459,602
28571,15854
35105,2133
23403,8305
179,7397
23184,3300
28050,3368
14165,39827
5622,24478
40137,33025
8989,11995
23100,1590
49103,13466
32990,35549
8990,18603
28497,250
9612,39989
44614,47035
23990,44620
26328,5555
9499,26667
49582,40920
34620,45101
3485,13094
1526,8144
41643,15180
26825,25080
4772,44575
17617,12149
9853,27182
26572,32798
41884,5791
31156,22527
38123,771
21052,29496
38898,6298
6500,1525
49159,28514
41587,23478
37865,23090
31558,17478
43656,32690
784,37797
39391,28935
21076,20908
34528,10090
41907,24190
15225,35981
24187,49214
37387,38837
8533,34890
9163,22208
6453,16037
14684,23871
16883,28292
26907,35505
42855,23764
25686,9559
21613,6534
10777,38768
16239,11832
23936,49778
32553,19228
40502,1825
20623,11591
19090,11176
2513,48708
23222,8926
29140,28432
26382,11693
18237,5370
29866,3447
36132,1560
7405,42240
32509,26859
36380,43828
13979,8814
2407,41165
6328,9345
2874,40229
6517,43159
12593,9901
37756,35367
10482,7343
16609,41487
37989,43587
44989,44295
18825,43576
47041,14579
2202,23330
36123,28675
40950,41867
33149,48567
11978,49341
26884,25813
4351,8600
8897,7827
9035,6232
47306,11746
17642,47022
1871,452
1125,12820
39155,31919
48918,27825
30199,37004
26287,21117
45985,8865
21874,34828
37728,40462
21775,9188
38078,41342
15063,13819
6459,31527
25232,34286
15386,21322
34609,43778
16752,42716
12596,4405
45048,31931
30218,33190
48561,49545
11540,12746
42653,18556
879,4740
32314,24042
15152,28979
734,9990
47050,995
34700,5394
1776,29696
39661,5548
10876,13804
26531,25969
24732,233
38388,33215
47925,36395
748,8725
16958,33793
24163,595
13675,3140
25543,46579
16643,35725
22985,1028
27012,16840
43013,22772
42957,24038
45070,12573
6399,45157
41294,41315
17530,41530
860,2531
1507,20152
14966,19220
22543,29611
37609,17029
4138,12507
1197,44445
16972,43594
12459,8246
36874,46086
34665,31949
41368,37221
17457,1187
28701,38483
8196,9098
32449,39677
29058,35008
10887,8763
23411,18709
22598,27767
42850,9120
11411,49047
24880,26204
45101,29938
38678,13435
48846,11953
9341,32664
20795,3475
19854,11325
17929,13623
33962,42600
31348,1498
38427,40780
33093,5282
27023,30601
39021,31108
16766,18203
13795,11050
7068,31397
45582,5368
47046,39860
37769,19423
27442,30796
22287,4398
14382,30423
2042,31349
17991,20705
44858,34395
3141,42907
17630,18846
36970,34564
9012,24818
32931,36630
8856,46297
6639,22048
4494,30565
48393,32011
24442,33925
20714,19283
184,34598
17459,10768
23540,23311
49901,48712
7234,23124
4940,44094
18272,41697
49610,20909
31965,49176
27312,4327
41232,34877
2355,21201
48190,33826
33414,35142
19673,16432
40650,12495
34515,33346
8930,43772
8871,23970
746,35012
13831,4143
28089,49868
10263,15150
29214,28843
42522,27230
35423,25395
41462,6303
40690,30320
16304,48314
25093,2493
4225,19961
10593,9207
24898,9630
12364,46227
46771,14943
7266,49016
1551,26400
2838,33922
44760,16401
42917,30643
25962,48091
46255,46827
39185,47319
474,25728
15943,21298
12242,41747
18173,47367
8576,10219
44800,14880
40987,17099
39144,42495
47033,21792
40374,12660
46945,1600
16030,29922
31818,17360
36647,47239
31394,25199
15280,43204
28042,21496
24027,35687
23556,26649
20218,9826
32565,26777
3880,12406
9084,45032
26049,9099
33705,21458
11320,20093
33399,33513
44730,14672
43553,18575
23342,9752
30124,44170
20066,9605
1416,14596
14165,15540
34559,49941
15662,32719
4665,48755
18874,22630
10473,3765
45553,5863
9965,48300
39701,11290
7680,29631
39678,26965
29671,5363
1295,27113
4971,3567
35134,8845
35957,16650
32194,28244
28860,738
35217,30766
31095,13811
34316,23342
43158,45887
11866,13458
31357,7448
8440,7312
31747,5115
23136,35105
30306,42182
8554,39181
49178,35888
10532,378
12876,23952
33798,36220
44406,10464
37143,35602
38335,28229
17950,21738
28424,8246
15006,27603
11748,29225
20880,20371
45301,17320
31514,36871
29599,7006
10950,7653
27925,32169
20372,10016
26031,44362
45461,37861
41998,28195
12869,36494
9107,10675
48796,15449
39963,6926
7813,28077
28401,23925
14602,4911
45611,9046
4408,41979
10164,45954
15035,10643
47281,8592
36108,22431
12205,28391
41258,19404
799,286
7556,4919
26928,40771
40429,4701
8317,7626
43374,27908
14408,49963
19366,21888
24981,653
1362,32628
41182,45222
34650,14898
27256,16916
35779,34333
16681,16679
7078,32412
30941,21589
6958,16497
43724,16256
39997,47609
12569,43930
1769,29575
9471,21087
29492,25739
22015,26765
5443,26575
18725,10301
12741,12662
5846,16791
12242,36806
520,33908
33256,41121
36226,23809
22119,37568
7583,21637
16052,35067
42834,24754
7896,27325
43414,14903
3327,47333
22833,13832
10908,33411
29863,46125
36519,6027
3481,17233
5434,43162
14196,40531
15979,32694
29625,34287
11528,37058
2209,30204
30466,19363
2312,4800
30143,17440
38135,1630
14111,29557
35687,24619
13520,17598
8754,42425
23965,26528
11780,299
37699,8817
35531,6387
38387,27879
40814,13488
26151,18467
33077,10658
38497,20439
4297,43485
26486,6430
35639,36620
48182,33826
26673,10823
40875,40637
44801,29343
5748,49345
19191,2094
32580,32221
2944,3677
36390,43899
21630,37940
34108,47094
44002,19381
14050,35288
42701,28522
25431,45014
49576,37664
7890,21873
31222,13926
1838,31553
48843,11015
14311,25395
13066,33330
46447,21424
40481,819
9845,45748
39816,28461
7726,7193
11865,38696
12554,44680
41649,2567
28834,14017
46525,48959
32647,28739
36891,39573
11296,31754
6860,9561
3126,27084
14716,18702
24165,1029
12658,49981
48950,26014
14971,38562
49948,11572
21084,12815
47903,29665
38533,18208
47701,4192
19945,7958
42352,25414
8264,18805
49718,15999
38648,15322
884,18394
13554,33715
46772,44835
49343,2473
43098,30842
8063,12076
27919,28214
46998,7503
46433,35052
33036,47691
15299,47801
30384,29388
10694,41485
6164,10869
10310,31219
5716,14212
27368,47799
5422,32351
11863,5370
3729,10633
19931,47384
40716,1776
42219,30328
32691,4221
15870,18983
35069,48759
9273,24979
46039,26037
44023,6461
8153,9744
11484,8198
11655,46562
37746,13723
36595,44298
1929,45515
44361,46478
41939,27329
32395,41519
30723,31458
10240,41662
28933,4618
555,19711
4141,6731
44386,47660
27622,25691
25985,26134
41830,40541
1710,24962
5133,7263
22883,27201
21824,31070
4621,1312
27052,3961
3304,40617
17516,27582
10993,49517
18973,19245
5375,20682
23813,21482
45903,12926
3139,39536
12413,23711
42288,2850
12149,19885
17510,43400
22191,1142
6676,13458
3217,34454
21248,32490
16842,22170
21046,2169
16010,36505
46151,32631
36567,21089
49387,572
8781,41115
5517,41574
7556,28453
10669,538
36484,19056
27908,27502
47579,25134
41788,26519
12614,14751
32191,22512
39307,7331
229,12829
33065,3991
28024,13592
8783,3340
24238,10384
19329,3003
31692,19504
15170,33379
48971,19492
25033,48978
41067,40174
32436,14997
40417,9470
19843,19527
49007,4400
9447,22457
43306,23655
48358,46950
26770,4003
46219,33422
42946,1680
7021,48486
41542,8004
32534,21908
10925,12360
43953,31701
40759,35528
18792,24699
8513,25493
27702,1974
15493,752
43530,7555
38774,41400
34122,17666
13517,29477
3029,3277
12110,34626
17873,14650
40270,5380
17588,35624
33743,17802
11657,7282
8731,24947
19998,45767
39430,17500
7607,20230
24185,25314
36965,12302
23298,2875
5614,16908
25314,36370
22940,27013
48749,32762
44847,5987
20047,31400
44662,1044
40244,34753
23309,16398
25960,34149
18650,45876
12054,43697
20919,33016
19952,48346
41281,49354
47564,15514
29948,30006
19476,23795
34833,30372
10111,15723
20903,47693
42837,15590
30844,39285
49659,10525
14161,43420
33470,22773
34954,38123
23001,10535
5932,24217
7064,43209
39058,16344
1560,1490
47405,10540
36610,28401
40655,19774
9319,21668
26945,35041
28601,19701
15598,13257
379,2856
36711,9269
15830,44825
30909,33515
40335,18068
49063,15633
31969,46597
42433,33271
11805,28990
35724,15852
12688,8644
7386,31606
18691,11443
12258,32150
38091,24923
1368,41823
35586,4963
21047,39299
42815,17863
3665,16848
34577,26589
32121,39109
42296,40681
31530,2112
37944,18005
24819,15057
46986,45474
30767,1798
18460,46191
27105,22634
19763,21715
12609,16160
19696,5778
39662,10959
31372,6480
44747,37188
25649,23764
8893,46236
49045,43230
10598,33865
37414,37642
29882,47820
29719,6767
1814,43778
8920,4498
45493,26994
26816,11486
28087,1975
48097,17994
11615,42655
45881,12811
26317,3204
25521,25193
49654,4973
3806,48689
18008,22209
46764,45683
34169,1243
33362,5610
18316,23831
7651,3709
11221,14944
31220,49186
37082,18348
12295,9948
39443,13987
433,42656
24299,42200
300,13334
1185,35946
14632,3686
38117,5744
8295,1688
459,43129
22678,33042
35058,6346
36718,10820
34003,2761
30885,25022
16147,14341
34066,46151
32148,39819
42155,8682
23659,5891
34524,700
12399,38581
3937,22010
42532,2285
9379,31913
28520,36511
37840,23478
16489,1805
15361,31809
37657,45527
14485,24101
24489,25701
44389,47334
34205,33980
41283,9097
48564,22844
28967,6952
27996,47838
8649,24598
37926,7772
43461,20851
41979,17304
14348,36195
46896,8309
15205,7116
6891,46248
49204,16135
21340,47327
42618,29716
24869,18661
40523,2090
19141,36382
9398,41676
33314,431
3064,11234
28727,28681
8346,42876
23067,46500
19050,41160
16657,9702
1851,48404
95,11805
41699,23831
35218,44076
36355,14126
11283,16756
35802,43512
47617,8937
18251,31768
41553,16265
24912,5029
230,29319
22146,12321
8026,22811
8637,10639
22686,35703
15766,26983
48871,27978
11121,15048
34142,35510
27418,4621
13805,34254
42744,9808
43923,22098
38064,30158
48893,5855
42155,24802
45885,11027
9716,47035
13088,11374
35002,19110
19886,13221
47106,28917
31665,11950
48885,16983
39744,35210
41482,7655
6400,18950
2811,32916
49675,42426
18632,5434
6753,33384
36147,10997
38835,9609
33697,1239
12504,40666
16970,14244
30783,9704
7707,25078
35682,33854
20120,44311
31922,31314
5886,28315
41484,11583
19315,15523
1973,43506
39682,141
30550,31092
46373,27807
4426,7427
17906,36251
25120,8196
13112,19184
7414,31487
44607,8734
34818,48067
9636,4439
439,36265
36347,2401
12142,32472
9148,45202
27826,13890
32350,43657
16485,14960
38634,46315
29510,22835
16176,3278
3402,13135
47561,48556
28548,17879
23122,14170
9666,36274
1757,2639
24139,18449
20764,5771
13986,46670
42514,30987
48194,35085
27797,8502
24491,2596
49632,16825
28746,44712
5331,2949
4585,1114
48957,41121
9102,36904
44150,22891
18583,48755
4936,2761
3242,46072
40036,23813
155,37415
40055,34977
18075,13525
49843,11413
35844,21447
21240,31205
4122,39270
2268,1988
11891,48166
19946,19109
48543,28555
46289,30020
4972,37737
5597,2110
28648,7854
44974,20116
2841,12210
20112,47576
6779,26519
6365,9768
27740,8287
12072,8711
39785,1579
25097,11433
25589,9532
13984,8011
15600,20392
39136,8375
23268,9607
34245,34315
4561,32431
12846,16387
23478,40777
14514,47977
31282,43285
3808,28082
27336,20777
13733,47039
9363,7901
1574,23646
8207,47095
26891,16725
32612,37347
44528,25717
47387,22953
21931,9102
23648,29535
37735,13633
9637,17195
883,32701
22261,20829
42248,26000
21356,33403
2165,8172
28946,28327
3279,32377
8380,6974
9898,6609
27016,25861
46174,15885
25078,3959
19907,4961
35898,35536
33090,3461
48080,39443
18182,30403
11988,39833
16289,3458
11726,49225
12402,28119
10404,27251
35692,15100
31971,36926
19044,36961
29229,13062
41941,47726
46752,320
11654,6047
41325,8586
16471,37589
33808,2071
9037,45837
14559,1403
28458,8509
13737,30951
12178,16327
40902,36300
33250,2345
11844,5173
38932,24177
21349,2404
33088,30497
38778,1266
2313,9870
3919,24898
11013,34308
12675,22800
47830,48383
1278,26192
9512,25956
25698,13843
35232,15013
48886,37897
25600,18977
13840,13623
33623,16767
27118,48759
10680,44819
26651,35059
31101,29022
24017,8291
47227,1359
15984,43447
27340,49553
36810,10150
27725,4810
3130,19175
41991,23273
14716,26844
7481,39976
47450,9853
26684,38281
17297,4563
42568,39679
28930,47415
33591,716
4725,28707
32014,13324
16971,24210
31674,22052
32688,49564
31014,42196
16408,20852
7739,11241
15806,15000
16778,12995
24967,33159
5790,45341
26617,15670
24772,28354
13963,22264
41344,34910
42906,25246
7672,41435
350,46253
13262,21329
17143,18206
38074,47392
34695,42627
41048,24693
42448,14415
8541,33739
10533,42026
12350,29860
17470,32677
3653,37413
49373,30802
15611,17128
40052,21013
12418,46686
37289,5149
2256,44222
13452,39375
26764,16647
32659,27119
17726,11177
21468,19633
39684,44993
8491,17196
9118,43516
45292,27975
24941,22045
33495,43388
20239,43252
15840,36390
26020,47944
24945,3055
20265,12586
35872,31951
317,14
32265,39177
41016,41395
9124,23267
37443,46122
40819,47380
22753,23648
23750,24303
40794,44184
3170,13689
39900,15814
10461,41099
7942,11912
40793,28859
1258,31713
2000,44075
9725,9768
47226,34511
48404,45827
43132,11321
6350,44925
26189,27032
18645,27176
40035,28832
44275,37053
45924,21669
34073,45249
13065,23014
33446,450
5740,18234
42475,20191
15295,32108
138,26607
35034,24792
37835,8728
28093,230
30272,34615
191,31934
24392,42594
22963,37424
43858,21987
23038,44488
24718,23818
17474,34414
9832,11441
48373,42781
6889,38336
5151,15910
20613,7996
15575,27135
10489,8903
14062,46046
44815,20113
15612,3101
40289,30562
2565,17446
33501,1260
48563,37529
46012,15471
47345,25205
19659,22427
16286,44461
49264,16753
17073,20664
20715,39964
6498,15739
13397,9622
40718,46778
26001,4711
48428,25649
1294,490
7842,12156
33205,28153
5395,39134
13911,19315
15717,176
24763,3041
